TEXT__WORD_HIGHLIGHTED_seconds,TEXT__WORD_HIGHLIGHTED_amount,TEXT__SENTENCE_CLICK_seconds,TEXT__SENTENCE_CLICK_amount,TEXT__SENTENCE_READ_seconds,TEXT__SENTENCE_READ_amount,REVISION__CLICKED_seconds,REVISION__CLICKED_amount,REVISION__NOT_CLICKED_seconds,REVISION__NOT_CLICKED_amount,VIDEO__WAS_SEEN_seconds,VIDEO__WAS_SEEN_amount,VIDEO__TRANSLATION_WAS_REVEALED_seconds,VIDEO__TRANSLATION_WAS_REVEALED_amount,BOOK_DRILL_CLICK_seconds,BOOK_DRILL_CLICK_amount,BOOK_DRILL_SCROLL_seconds,BOOK_DRILL_SCROLL_amount,FIRST_EXPOSURE_seconds,delta,ALL_longest_leading_recalls_seconds,ALL_leading_recalls_amount,ALL_leading_recalls_seconds,ALL_leading_failures_amount,ALL_leading_failures_seconds,ALL_amount,score,score_prev
62208000,0,128,18,0,3,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,6477,38792,261,1,261,0,0,231,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,5970,0,0,0,0,0,1,1.0,1.0
62208000,0,38452,189,0,75,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49837,437,38308,45,38308,0,0,34980,1.0,1.0
62208000,0,0,126,38300,32,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49640,382,4298,15,4298,0,0,12561,1.0,1.0
62208000,0,0,57,38189,11,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49506,367,5230,5,5230,0,0,2346,1.0,1.0
62208000,0,0,257,38154,75,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,80949,591,9477,41,1,0,0,55278,1.0,1.0
62208000,0,0,277,14,84,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,81540,127312,9477,46,213,0,0,65341,1.0,1.0
62208000,0,14,144,0,35,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,50022,127563,4298,16,0,0,0,16110,1.0,1.0
62208000,0,0,13,38401,2,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,48370,391,0,0,0,0,0,120,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,9205,0,0,0,0,0,1,1.0,1.0
62208000,0,40453,44,0,9,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,50021,1,38554,5,38554,0,0,1431,1.0,1.0
62208000,0,0,197,14,78,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,50274,127312,38308,47,237,0,0,37950,1.0,1.0
62208000,0,0,24,38316,10,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49655,617,1751,6,1751,0,0,595,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,1072,0,0,0,0,0,1,1.0,1.0
62208000,0,350,62,0,12,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49873,127562,5230,5,5230,0,0,2775,1.0,1.0
62208000,0,0,12,39751,7,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49975,127577,4568,4,196,0,0,190,1.0,1.0
62208000,0,4582,43,0,21,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,9205,168347,4201,14,4201,0,0,2080,1.0,1.0
62208000,0,0,28,38436,10,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49904,127682,1407,6,1407,0,0,741,1.0,1.0
62208000,0,39754,11,0,5,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49829,200,39579,2,39579,0,0,136,1.0,1.0
62208000,0,0,37,250,11,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,50272,127313,1751,6,1751,0,0,1176,1.0,1.0
62208000,0,38486,54,0,4,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,49709,207,0,0,0,0,0,1711,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,0,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3334,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3334,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,1812,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3324,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3334,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,2806,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,2804,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3466,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3466,0,0,0,0,0,1,1.0,1.0
62208000,0,1287,21,0,12,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,2806,237958,1284,9,1284,0,0,561,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3466,0,0,0,0,0,1,1.0,1.0
62208000,0,0,67,528,16,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,3334,237430,3,10,3,0,0,3486,1.0,1.0
62208000,0,107,5,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,134,239241,0,0,0,0,0,21,1.0,1.0
62208000,0,107,5,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,134,239241,0,0,0,0,0,21,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,1599,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,29,0,0,0,0,0,1,1.0,1.0
62208000,0,62208000,0,62208000,0,89046,1,0,1,62208000,0,62208000,0,62208000,0,62208000,0,89046,2199,0,0,0,0,0,3,0.7425712553062462,0.7425712553062462
62208000,0,0,79,528,22,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,3334,237430,460,15,5,0,0,5151,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,3466,0,0,0,0,0,1,1.0,1.0
62208000,0,75,19,0,5,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,1599,237959,307,2,307,0,0,300,1.0,1.0
62208000,0,62208000,0,62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,0,772,0,0,0,0,0,1,1.0,1.0
62208000,0,0,94,660,15,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,3466,237298,2,10,1,0,0,5995,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,1345,0,0,0,0,0,1,1.0,1.0
62208000,0,0,88,660,19,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,3466,237299,210,14,5,0,0,5778,1.0,1.0
62208000,0,62208000,0,0,1,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,0,1586,0,0,0,0,0,1,1.0,1.0
62208000,0,2787,3,0,4,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,62208000,0,2804,237960,1597,2,1597,0,0,28,1.0,1.0
